kind	letter	sup	num	dc	half	component	hip	hr	hd	source
flamsteed			6	CVn			60646	4728	108225	nec
flamsteed			9	CVn			61692	4811	109980	nec
flamsteed			10	CVn			62207	4845	110897	nec
flamsteed			11	CVn			62516	4866	111421	nec
flamsteed			14	CVn			63901	4943	113797	nec
flamsteed			15	CVn			64217	4967	114376	nec
flamsteed			17	CVn			64246	4971	114447	nec
flamsteed			19	CVn			64692	5004	115271	nec
flamsteed			20	CVn			64844	5017	115604	nec
flamsteed			21	CVn			64906	5023	115735	nec
flamsteed			23	CVn			65072	5032	116010	nec
flamsteed			24	CVn			66234	5112	118232	nec
flamsteed			25	CVn		A	66458	5127	118623	nec
flamsteed			1	Cam		A	21148	1417	28446	nec
flamsteed			3	Cam			21727	1467	29317	nec
flamsteed			4	Cam			22287	1511	30121	nec
flamsteed			5	Cam			22854	1555	30958	nec
flamsteed			7	Cam			23040	1568	31278	nec
flamsteed			8	Cam			23216	1588	31579	nec
flamsteed			11	Cam			23734	1622	32343	nec
flamsteed			12	Cam			23743	1623	32357	nec
flamsteed			14	Cam			24348	1678	33296	nec
flamsteed			15	Cam			24836	1719	34233	nec
flamsteed			16	Cam			25197	1751	34787	nec
flamsteed			17	Cam			25769	1802	35583	nec
flamsteed			19	Cam			26408	1857	36570	nec
flamsteed			23	Cam			27046	1943	37638	nec
flamsteed			24	Cam			26942	1941	37601	nec
flamsteed			26	Cam			27249	1969	38091	nec
flamsteed			30	Cam			27731	2006	38831	nec
flamsteed			31	Cam			27971	2027	39220	nec
flamsteed			34	Cam			28385	2079	40062	nec
flamsteed			35	Cam			28765	2123	40873	nec
flamsteed			36	Cam			29490	2165	41927	nec
flamsteed			37	Cam			29246	2152	41597	nec
flamsteed			39	Cam			29348		41782	nec
flamsteed			40	Cam			29730	2201	42633	nec
flamsteed			42	Cam			32864	2490	48879	nec
flamsteed			43	Cam			33104	2511	49340	nec
flamsteed			47	Cam			35735	2772	56820	nec
flamsteed			50	Cam			37701	2969	61931	nec
flamsteed			51	Cam			37949	2975	62066	nec
flamsteed			53	Cam			39261	3109	65339	nec
flamsteed			54	Cam			39348	3119	65626	nec
flamsteed			55	Cam			40215	3182	67447	nec
flamsteed			56	Cam			40474	3221	68457	nec
flamsteed			57	Cam			40772	3245	69148	nec
flamsteed			3	Cap			99918	7738	192666	nec
flamsteed			4	Cap			100062	7748	192879	nec
flamsteed			14	Cap		A	101923	7889	196662	nec
flamsteed			17	Cap			102487	7937	197725	nec
flamsteed			19	Cap			103226	8000	199012	nec
flamsteed			20	Cap			103616	8033	199728	nec
flamsteed			21	Cap			103703		199947	nec
flamsteed			24	Cap			104234	8080	200914	nec
flamsteed			27	Cap			104452	8091	201352	nec
flamsteed			29	Cap			104974	8128	202369	nec
flamsteed			30	Cap			105143	8137	202671	nec
flamsteed			33	Cap			105665	8183	203638	nec
flamsteed			35	Cap			105928	8207	204139	nec
flamsteed			36	Cap			106039	8213	204381	nec
flamsteed			37	Cap			106559	8245	205289	nec
flamsteed			41	Cap			107128	8285	206356	nec
flamsteed			42	Cap			107095	8283	206301	nec
flamsteed			44	Cap			107232	8295	206561	nec
flamsteed			45	Cap			107302	8302	206677	nec
flamsteed			46	Cap			107382	8311	206834	nec
flamsteed			47	Cap			107487	8318	207005	nec
flamsteed			1	Cas			114104	8797	218376	nec
flamsteed			2	Cas			114365	8822	218753	nec
flamsteed			4	Cas			115590	8904	220652	nec
flamsteed			6	Cas		A	117447	9018	223385	nec
flamsteed			9	Cas			330	9100	225180	nec
flamsteed			10	Cas			531	7	144	nec
flamsteed			12	Cas			1960	93	2011	nec
flamsteed			13	Cas			2474	121	2729	nec
flamsteed			16	Cas			2707	137	3038	nec
flamsteed			23	Cas			3721	208	4382	nec
flamsteed			31	Cas			5518	336	6829	nec
flamsteed			32	Cas			5589	345	6972	nec
flamsteed			35	Cas			6312	384	8003	nec
flamsteed			40	Cas			7650	456	9774	nec
flamsteed			42	Cas			8016	480	10250	nec
flamsteed			43	Cas			7965	478	10221	nec
flamsteed			44	Cas			8046	491	10425	nec
flamsteed			47	Cas			9727	581	12230	nec
flamsteed			48	Cas			9480	575	12111	nec
flamsteed			48	Cas		A	9480	575	12111	nec
flamsteed			49	Cas			9763	592	12339	nec
flamsteed			50	Cas			9598	580	12216	nec
flamsteed			52	Cas			9564	586	12279	nec
flamsteed			53	Cas			9573	589	12301	nec
flamsteed			55	Cas			10438	640	13474	nec
flamsteed			68	Cas			3478	189	4142	nec
flamsteed			1	Cen			67153	5168	119756	nec
flamsteed			2	Cen			67457	5192	120323	nec
flamsteed			4	Cen			67786	5221	120955	nec
flamsteed			4	Cep			102253	7945	197950	nec
flamsteed			6	Cep			105268	8171	203467	nec
flamsteed			7	Cep			105972	8227	204770	nec
flamsteed			9	Cep			106801	8279	206165	nec
flamsteed			12	Cep			107586	8339	207528	nec
flamsteed			13	Cep			108165	8371	208501	nec
flamsteed			14	Cep			108772	8406	209481	nec
flamsteed			18	Cep			108924	8416	209772	nec
flamsteed			19	Cep			109017	8428	209975	nec
flamsteed			20	Cep			109005	8426	209960	nec
flamsteed			24	Cep			109400	8468	210807	nec
flamsteed			25	Cep			110103	8511	211833	nec
flamsteed			26	Cep			110817	8561	213087	nec
flamsteed			30	Cep			111797	8627	214734	nec
flamsteed			1	Cet			118178	9065	224481	nec
flamsteed			2	Cet			301	9098	225132	nec
flamsteed			3	Cet			355	9103	225212	nec
flamsteed			4	Cet			635	11	315	nec
flamsteed			5	Cet			664	14	352	nec
flamsteed			6	Cet			910	33	693	nec
flamsteed			7	Cet			1170	48	1038	nec
flamsteed			9	Cet			1803	88	1835	nec
flamsteed			10	Cet			2100	101	2273	nec
flamsteed			12	Cet			2353	117	2637	nec
flamsteed			13	Cet			2762	142	3196	nec
flamsteed			14	Cet			2787	143	3229	nec
flamsteed			18	Cet			3559	203	4307	nec
flamsteed			20	Cet			4147	248	5112	nec
flamsteed			21	Cet			4257	255	5268	nec
flamsteed			25	Cet			4914	296	6203	nec
flamsteed			26	Cet			4979	301	6288	nec
flamsteed			27	Cet			5121	315	6482	nec
flamsteed			28	Cet			5164	317	6530	nec
flamsteed			30	Cet			5296	329	6706	nec
flamsteed			32	Cet			5485	346	6976	nec
flamsteed			33	Cet			5510	347	7014	nec
flamsteed			34	Cet			5594	353	7147	nec
flamsteed			37	Cet			5799	366	7439	nec
flamsteed			38	Cet			5833	368	7476	nec
flamsteed			39	Cet			5951	373	7672	nec
flamsteed			42	Cet			6226	385	8036	nec
flamsteed			42	Cet		A	6226	385	8036	nec
flamsteed			44	Cet			6539	401	8511	nec
flamsteed			46	Cet			6670	412	8705	nec
flamsteed			47	Cet			6748	421	8829	nec
flamsteed			48	Cet			6960	433	9132	nec
flamsteed			49	Cet			7345	451	9672	nec
flamsteed			50	Cet			7450	459	9856	nec
flamsteed			54	Cet			8588	534	11257	nec
flamsteed			56	Cet			9061	565	11930	nec
flamsteed			57	Cet			9326	583	12255	nec
flamsteed			60	Cet			9589	607	12573	nec
flamsteed			61	Cet			9631	610	12641	nec
flamsteed			63	Cet			10234	639	13468	nec
flamsteed			64	Cet			10212	635	13421	nec
flamsteed			66	Cet			10305	650	13612	nec
flamsteed			67	Cet			10642	666	14129	nec
flamsteed			69	Cet			11021	689	14652	nec
flamsteed			70	Cet			11046	691	14690	nec
flamsteed			71	Cet			11261	704	15004	nec
flamsteed			75	Cet			11791	739	15779	nec
flamsteed			77	Cet			12002	752	16074	nec
flamsteed			80	Cet			12107	759	16212	nec
flamsteed			81	Cet			12247	771	16400	nec
flamsteed			84	Cet			12530	790	16765	nec
flamsteed			84	Cet		A	12530	790	16765	nec
flamsteed			85	Cet			12647	797	16861	nec
flamsteed			93	Cet			14143	910	18883	nec
flamsteed			94	Cet			14954	962	19994	nec
flamsteed			95	Cet		A	15383	992	20559	nec
flamsteed			1	Cnc			38848	3095	64960	nec
flamsteed			3	Cnc			39177	3128	65759	nec
flamsteed			5	Cnc			39236	3134	65873	nec
flamsteed			8	Cnc			39567	3163	66664	nec
flamsteed			12	Cnc			39874	3184	67483	nec
flamsteed			15	Cnc			40240	3215	68351	nec
flamsteed			20	Cnc			41117	3284	70569	nec
flamsteed			21	Cnc			41163	3290	70734	nec
flamsteed			27	Cnc			41400	3319	71250	nec
flamsteed			28	Cnc			41574	3329	71496	nec
flamsteed			29	Cnc			41578	3333	71555	nec
flamsteed			34	Cnc			41904	3372	72359	nec
flamsteed			36	Cnc			42265	3406	73143	nec
flamsteed			39	Cnc			42516	3427	73665	nec
flamsteed			45	Cnc			42795	3450	74228	nec
flamsteed			46	Cnc			42954	3464	74485	nec
flamsteed			49	Cnc			42917	3465	74521	nec
flamsteed			50	Cnc			43121	3481	74873	nec
flamsteed			53	Cnc			43575	3521	75716	nec
flamsteed			54	Cnc			43454	3510	75528	nec
flamsteed			57	Cnc		A	43721	3532	75959	nec
flamsteed			57	Cnc		B	43721	3532	75959	nec
flamsteed			60	Cnc			43851	3550	76351	nec
flamsteed			61	Cnc			44031	3563	76572	nec
flamsteed			66	Cnc			44307	3587	77104	nec
flamsteed			67	Cnc			44342	3589	77190	nec
flamsteed			75	Cnc			44892	3626	78418	nec
flamsteed			79	Cnc			45033	3640	78715	nec
flamsteed			2	Com		A	58858	4602	104827	nec
flamsteed			3	Com			59352	4632	105778	nec
flamsteed			4	Com			59468	4640	105981	nec
flamsteed			5	Com			59501	4643	106057	nec
flamsteed			6	Com			59819	4663	106661	nec
flamsteed			7	Com			59847	4667	106714	nec
flamsteed			8	Com			60087	4685	107168	nec
flamsteed			11	Com			60202	4697	107383	nec
flamsteed			12	Com		A	60351	4707	107700	nec
flamsteed			13	Com			60514	4717	107966	nec
flamsteed			14	Com			60697	4733	108283	nec
flamsteed			16	Com			60746	4738	108382	nec
flamsteed			17	Com			60904	4752	108662	nec
flamsteed			18	Com			60941	4753	108722	nec
flamsteed			20	Com			60957	4756	108765	nec
flamsteed			21	Com			61071	4766	108945	nec
flamsteed			22	Com			61295	4780	109307	nec
flamsteed			23	Com			61394	4789	109485	nec
flamsteed			24	Com		A	61418	4792	109511	nec
flamsteed			25	Com			61571	4801	109742	nec
flamsteed			26	Com			61724	4815	110024	nec
flamsteed			27	Com			62356	4851	111067	nec
flamsteed			29	Com			62541	4865	111397	nec
flamsteed			30	Com			62576	4869	111469	nec
flamsteed			31	Com			62763	4883	111812	nec
flamsteed			32	Com			62807	4884	111862	nec
flamsteed			35	Com			62886	4894	112033	nec
flamsteed			35	Com		A	62886	4894	112033	nec
flamsteed			36	Com			63355	4920	112769	nec
flamsteed			37	Com			63462	4924	112989	nec
flamsteed			38	Com			63533	4929	113095	nec
flamsteed			39	Com		A	63948	4946	113848	nec
flamsteed			41	Com			64022	4954	113996	nec
flamsteed			7	CrB		B		5833	139891	nec
flamsteed			17	Crt		A	56280	4444	100287	nec
flamsteed			17	Crt		B	56280	4443	100286	nec
flamsteed			22	Crt		A	100893	4469	100893	nec
flamsteed			31	Crt			58587	4590	104337	nec
flamsteed			3	Crv			59394	4635	105850	nec
flamsteed			6	Crv			60425	4711	107815	nec
flamsteed			2	Cyg			95372	7372	182568	nec
flamsteed			4	Cyg			95556	7395	183056	nec
flamsteed			8	Cyg			96052	7426	184171	nec
flamsteed			9	Cyg			96302	7441	184759	nec
flamsteed			11	Cyg			96387	7457	185037	nec
flamsteed			14	Cyg			96693	7483	185872	nec
flamsteed			15	Cyg			97118	7517	186675	nec
flamsteed			16	Cyg			96901	7504	186427	nec
flamsteed			16	Cyg		A	96895	7503	186408	nec
flamsteed			19	Cyg			97630	7566	187849	nec
flamsteed			20	Cyg			97635	7576	188056	nec
flamsteed			22	Cyg			98068	7613	188892	nec
flamsteed			23	Cyg			97870	7608	188665	nec
flamsteed			25	Cyg			98425	7647	189687	nec
flamsteed			26	Cyg			98571	7660	190147	nec
flamsteed			28	Cyg			99303	7708	191610	nec
flamsteed			29	Cyg			99770	7736	192640	nec
flamsteed			30	Cyg			99639	7730	192514	nec
flamsteed			33	Cyg			99655	7740	192696	nec
flamsteed			35	Cyg			100122	7770	193370	nec
flamsteed			36	Cyg			100108	7769	193369	nec
flamsteed			39	Cyg			100587	7806	194317	nec
flamsteed			40	Cyg			100907	7826	195050	nec
flamsteed			41	Cyg			101076	7834	195295	nec
flamsteed			42	Cyg			101067	7835	195324	nec
flamsteed			43	Cyg			100859	7828	195068	nec
flamsteed			44	Cyg			101214	7847	195593	nec
flamsteed			47	Cyg		A	101474	7866	196093	nec
flamsteed			48	Cyg			101765	7885	196606	nec
flamsteed			49	Cyg			102066	7921	197177	nec
flamsteed			51	Cyg			102177	7929	197511	nec
flamsteed			52	Cyg			102453	7942	197912	nec
flamsteed			55	Cyg			102724	7977	198478	nec
flamsteed			57	Cyg			103089	8001	199081	nec
flamsteed			59	Cyg			103632	8047	200120	nec
flamsteed			60	Cyg			103732	8053	200310	nec
flamsteed			61	Cyg		A	104214	8085	201091	nec
flamsteed			61	Cyg		B	104217	8086	201092	nec
flamsteed			63	Cyg			104194	8089	201251	nec
flamsteed			68	Cyg			105186	8154	203064	nec
flamsteed			69	Cyg			105811	8209	204172	nec
flamsteed			70	Cyg			105942	8215	204403	nec
flamsteed			71	Cyg			106093	8228	204771	nec
flamsteed			72	Cyg			106551	8255	205512	nec
flamsteed			74	Cyg			106711	8266	205835	nec
flamsteed			75	Cyg			106999	8284	206330	nec
flamsteed			76	Cyg			107097	8291	206538	nec
flamsteed			77	Cyg			107162	8300	206644	nec
flamsteed			79	Cyg			107253	8307	206774	nec
flamsteed			1	Del			101160	7836	195325	nec
flamsteed			1	Del		A	101160	7836	195325	nec
flamsteed			10	Del			102080	7918	197121	nec
flamsteed			13	Del			102633	7953	198069	nec
flamsteed			14	Del			102819	7974	198391	nec
flamsteed			15	Del			102805	7973	198390	nec
flamsteed			16	Del			103298	8012	199254	nec
flamsteed			17	Del			103294	8011	199253	nec
flamsteed			3	Dra			57111	4504	101673	nec
flamsteed			6	Dra			61384	4795	109551	nec
flamsteed			9	Dra			63432	4928	113092	nec
flamsteed			15	Dra			80650	6161	149212	nec
flamsteed			16	Dra			81290	6184	150100	nec
flamsteed			17	Dra		A	81292	6185	150117	nec
flamsteed			17	Dra		B	81292	6186	150118	nec
flamsteed			18	Dra			81660	6223	151101	nec
flamsteed			19	Dra			82860	6315	153597	nec
flamsteed			20	Dra			82898	6319	153697	nec
flamsteed			26	Dra			86036	6573	160269	nec
flamsteed			27	Dra			85805	6566	159966	nec
flamsteed			36	Dra			89348	6850	168151	nec
flamsteed			37	Dra			89448	6865	168653	nec
flamsteed			40	Dra			88127	6809	166865	nec
flamsteed			41	Dra			88136	6810	166866	nec
flamsteed			45	Dra			90905	6978	171635	nec
flamsteed			46	Dra			91755	7049	173524	nec
flamsteed			48	Dra			92997	7175	176408	nec
flamsteed			49	Dra			93340	7218	177249	nec
flamsteed			50	Dra			92112	7124	175286	nec
flamsteed			51	Dra			93713	7251	178207	nec
flamsteed			53	Dra			94302	7295	180006	nec
flamsteed			54	Dra			94490	7309	180610	nec
flamsteed			55	Dra			94140	7290	179933	nec
flamsteed			59	Dra			94083	7312	180777	nec
flamsteed			64	Dra			98583	7676	190544	nec
flamsteed			65	Dra			98658	7682	190713	nec
flamsteed			66	Dra			98962	7701	191277	nec
flamsteed			68	Dra			99500	7727	192455	nec
flamsteed			69	Dra			98401	7686	190960	nec
flamsteed			75	Dra			100965	7901	196787	nec
flamsteed			76	Dra			102208	8002	199095	nec
flamsteed			77	Dra			104105	8112	201908	nec
flamsteed			78	Dra			107230	8324	207130	nec
flamsteed			80	Dra			109434	8473	210873	nec
flamsteed			6	Equ			104538	8098	201616	nec
flamsteed			9	Equ			105413	8163	203291	nec
flamsteed			4	Eri			13782	883	18454	nec
flamsteed			5	Eri			13951	899	18633	nec
flamsteed			6	Eri			13835	889	18535	nec
flamsteed			7	Eri			14040	904	18760	nec
flamsteed			14	Eri			15244	988	20395	nec
flamsteed			15	Eri			15382	994	20610	nec
flamsteed			17	Eri			16341	1070	21790	nec
flamsteed			20	Eri			16803	1100	22470	nec
flamsteed			21	Eri			17027	1111	22713	nec
flamsteed			22	Eri			17167	1121	22920	nec
flamsteed			24	Eri			17457	1146	23363	nec
flamsteed			25	Eri			17506	1150	23413	nec
flamsteed			30	Eri			18141	1202	24388	nec
flamsteed			32	Eri		A	18255	1211	24554	nec
flamsteed			32	Eri		A	18255	1212	24555	nec
flamsteed			32	Eri		B	18255	1211	24554	nec
flamsteed			35	Eri			18788	1244	25340	nec
flamsteed			37	Eri			19483	1290	26409	nec
flamsteed			39	Eri			19777	1318	26846	nec
flamsteed			44	Eri			20884	1415	28375	nec
flamsteed			45	Eri			21139	1437	28749	nec
flamsteed			46	Eri			21278	1449	29009	nec
flamsteed			47	Eri			21296	1451	29064	nec
flamsteed			49	Eri			21515	1469	29335	nec
flamsteed			51	Eri			21547	1474	29391	nec
flamsteed			54	Eri			21763	1496	29755	nec
flamsteed			56	Eri			22024	1508	30076	nec
flamsteed			58	Eri			22263	1532	30495	nec
flamsteed			59	Eri			22325	1538	30606	nec
flamsteed			60	Eri			22479	1549	30814	nec
flamsteed			62	Eri			22958	1582	31512	nec
flamsteed			63	Eri			23221	1608	32008	nec
flamsteed			64	Eri			23231	1611	32045	nec
flamsteed			66	Eri			23794	1657	32964	nec
flamsteed			68	Eri			23941	1673	33256	nec
flamsteed			1	Gem			28734	2134	41116	nec
flamsteed			3	Gem			29225	2173	42087	nec
flamsteed			5	Gem			29379	2185	42398	nec
flamsteed			8	Gem			29789	2230	43261	nec
flamsteed			9	Gem			29840	2240	43384	nec
flamsteed			16	Gem			30769	2330	45394	nec
flamsteed			19	Gem			31105	2371	46031	nec
flamsteed			20	Gem			31158		46136	nec
flamsteed			25	Gem			32019	2453	47731	nec
flamsteed			26	Gem			32104	2466	48097	nec
flamsteed			28	Gem			32311	2480	48450	nec
flamsteed			30	Gem			32249	2478	48433	nec
flamsteed			32	Gem			32404	2489	48843	nec
flamsteed			33	Gem			32753	2519	49606	nec
flamsteed			35	Gem			32814	2525	49738	nec
flamsteed			36	Gem			32921	2529	49908	nec
flamsteed			37	Gem			33277	2569	50692	nec
flamsteed			38	Gem			33202	2564	50635	nec
flamsteed			40	Gem			33650	2605	51688	nec
flamsteed			41	Gem			33715	2615	52005	nec
flamsteed			44	Gem			34182	2659	53257	nec
flamsteed			45	Gem			34440	2684	54131	nec
flamsteed			47	Gem			34722	2700	54801	nec
flamsteed			48	Gem			34819	2706	55052	nec
flamsteed			51	Gem			34909	2717	55383	nec
flamsteed			52	Gem			35025	2725	55621	nec
flamsteed			53	Gem			35152	2738	55870	nec
flamsteed			56	Gem			35699	2795	57423	nec
flamsteed			57	Gem			35846	2808	57727	nec
flamsteed			58	Gem			35842	2810	57744	nec
flamsteed			59	Gem			35941	2816	57927	nec
flamsteed			61	Gem			36156	2837	58579	nec
flamsteed			63	Gem			36238	2846	58728	nec
flamsteed			64	Gem			36393	2857	59037	nec
flamsteed			65	Gem			36429	2861	59148	nec
flamsteed			68	Gem			36760	2886	60107	nec
flamsteed			70	Gem			37204	2924	60986	nec
flamsteed			74	Gem			37300	2938	61338	nec
flamsteed			76	Gem			37704	2983	62285	nec
flamsteed			81	Gem			37908	3003	62721	nec
flamsteed			82	Gem			38106	3021	63208	nec
flamsteed			85	Gem			38722	3086	64648	nec
flamsteed			2	Her			77907	5932	142780	nec
flamsteed			3	Her			78442	5963	143553	nec
flamsteed			4	Her			77986	5938	142926	nec
flamsteed			8	Her			79102	6013	145122	nec
flamsteed			9	Her			79488	6047	145892	nec
flamsteed			10	Her			79349	6039	145713	nec
flamsteed			16	Her			79666	6065	146388	nec
flamsteed			21	Her			80351	6111	147869	nec
flamsteed			23	Her			80247	6110	147835	nec
flamsteed			25	Her			80460	6123	148283	nec
flamsteed			29	Her			81008	6159	149161	nec
flamsteed			30	Her			80704	6146	148783	nec
flamsteed			34	Her			80809	6156	149081	nec
flamsteed			37	Her			81641	6195	150378	nec
flamsteed			39	Her			81729	6213	150682	nec
flamsteed			42	Her			81497	6200	150450	nec
flamsteed			43	Her			82073	6228	151217	nec
flamsteed			45	Her			82216	6234	151525	nec
flamsteed			47	Her			82402	6250	151956	nec
flamsteed			50	Her			82422	6258	152173	nec
flamsteed			51	Her			82504	6270	152326	nec
flamsteed			52	Her			82321	6254	152107	nec
flamsteed			52	Her		A	82321	6254	152107	nec
flamsteed			53	Her			82587	6279	152598	nec
flamsteed			54	Her			82802	6293	152879	nec
flamsteed			56	Her			82780	6292	152863	nec
flamsteed			57	Her			82987	6305	153287	nec
flamsteed			59	Her			83313	6332	154029	nec
flamsteed			60	Her			83613	6355	154494	nec
flamsteed			61	Her			83462	6346	154356	nec
flamsteed			63	Her			84054	6391	155514	nec
flamsteed			66	Her			84671	6433	156681	nec
flamsteed			68	Her			84573	6431	156633	nec
flamsteed			69	Her			84606	6436	156729	nec
flamsteed			70	Her			84887	6457	157198	nec
flamsteed			72	Her			84862	6458	157214	nec
flamsteed			73	Her			85157	6480	157728	nec
flamsteed			74	Her			84835	6464	157325	nec
flamsteed			77	Her			85379	6509	158414	nec
flamsteed			78	Her			85790	6533	159139	nec
flamsteed			79	Her			86254	6571	160181	nec
flamsteed			82	Her			86182	6574	160290	nec
flamsteed			83	Her			86667	6602	161074	nec
flamsteed			84	Her			86731	6608	161239	nec
flamsteed			87	Her			87194	6644	162211	nec
flamsteed			89	Her			87747	6685	163506	nec
flamsteed			90	Her			87563	6677	163217	nec
flamsteed			93	Her			88128	6713	164349	nec
flamsteed			95	Her		A		6730	164669	nec
flamsteed			95	Her		B		6729	164668	nec
flamsteed			96	Her			88331	6738	164852	nec
flamsteed			97	Her			88346	6741	164900	nec
flamsteed			98	Her			88657	6765	165625	nec
flamsteed			99	Her			88745	6775	165908	nec
flamsteed			100	Her			88818	6781	166045	nec
flamsteed			100	Her			88817	6782	166046	nec
flamsteed			101	Her			88899	6794	166230	nec
flamsteed			102	Her			88886	6787	166182	nec
flamsteed			104	Her			89172	6815	167006	nec
flamsteed			105	Her			89773	6860	168532	nec
flamsteed			106	Her			89861	6868	168720	nec
flamsteed			107	Her			89935	6877	168914	nec
flamsteed			108	Her			89925	6876	168913	nec
flamsteed			109	Her			90139	6895	169414	nec
flamsteed			110	Her			92043	7061	173667	nec
flamsteed			111	Her			92161	7069	173880	nec
flamsteed			112	Her			92614	7113	174933	nec
flamsteed			113	Her			92818	7133	175492	nec
flamsteed			1	Hya			41211	3297	70958	nec
flamsteed			2	Hya			41375	3321	71297	nec
flamsteed			3	Hya			42146	3398	72968	nec
flamsteed			6	Hya			42509	3431	73840	nec
flamsteed			9	Hya			42662	3441	74137	nec
flamsteed			10	Hya			42931	3469	74591	nec
flamsteed			12	Hya			43067	3484	74918	nec
flamsteed			14	Hya			43305	3500	75333	nec
flamsteed			15	Hya		A	43496	3523	75737	nec
flamsteed			19	Hya			44883	3630	78556	nec
flamsteed			20	Hya			44961	3641	78732	nec
flamsteed			21	Hya			45184	3655	79193	nec
flamsteed			23	Hya			45527	3681	79910	nec
flamsteed			24	Hya			45526	3683	79931	nec
flamsteed			26	Hya			45751	3706	80499	nec
flamsteed			27	Hya			45811	3709	80586	nec
flamsteed			28	Hya			46221	3738	81420	nec
flamsteed			33	Hya			46982	3814	82870	nec
flamsteed			34	Hya			47249	3832	83373	nec
flamsteed			37	Hya			47427	3846	83650	nec
flamsteed			44	Hya			51718	4145	91550	nec
flamsteed			47	Hya			68269	5250	121847	nec
flamsteed			48	Hya			68390	5257	122066	nec
flamsteed			50	Hya			69415	5312	124206	nec
flamsteed			51	Hya			70306	5381	125932	nec
flamsteed			52	Hya			70753	5407	126769	nec
flamsteed			55	Hya			72323	5514	130158	nec
flamsteed			56	Hya			72357	5516	130259	nec
flamsteed			57	Hya			72378	5517	130274	nec
flamsteed			58	Hya			72571	5526	130694	nec
flamsteed			59	Hya		A	73284	5577	132219	nec
flamsteed			60	Hya			73566	5591	132851	nec
flamsteed			1	LMi			42365	3409	73192	nec
flamsteed			4	LMi			42538	3423	73596	nec
flamsteed			5	LMi			43410	3499	75332	nec
flamsteed			6	LMi			46058	3723	80956	nec
flamsteed			7	LMi			46652	3764	82087	nec
flamsteed			8	LMi			46735	3769	82198	nec
flamsteed			9	LMi			46904	3791	82522	nec
flamsteed			10	LMi			46952	3800	82635	nec
flamsteed			11	LMi			47080	3815	82885	nec
flamsteed			13	LMi			47631	3857	83951	nec
flamsteed			15	LMi			48113	3881	84737	nec
flamsteed			19	LMi			48833	3928	86146	nec
flamsteed			20	LMi			49081	3951	86728	nec
flamsteed			21	LMi			49593	3974	87696	nec
flamsteed			22	LMi			50218	4014	88786	nec
flamsteed			23	LMi			50303	4024	88960	nec
flamsteed			24	LMi			50316	4027	88986	nec
flamsteed			27	LMi			50860	4075	89904	nec
flamsteed			28	LMi			50935	4081	90040	nec
flamsteed			29	LMi			51047		90250	nec
flamsteed			30	LMi			51056	4090	90277	nec
flamsteed			32	LMi			51420	4113	90840	nec
flamsteed			33	LMi			51556	4124	91130	nec
flamsteed			34	LMi			51685	4137	91365	nec
flamsteed			35	LMi			51914	4150	91752	nec
flamsteed			36	LMi			52032		92000	nec
flamsteed			37	LMi			52098	4166	92125	nec
flamsteed			40	LMi			52422	4189	92769	nec
flamsteed			41	LMi			52457	4192	92825	nec
flamsteed			42	LMi			52638	4203	93152	nec
flamsteed			43	LMi			52882	4223	93636	nec
flamsteed			44	LMi			52959	4230	93765	nec
flamsteed			47	LMi			53377	4256	94497	nec
flamsteed			48	LMi			53355	4254	94480	nec
flamsteed			50	LMi			53492	4270	94747	nec
flamsteed			1	Lac			109937	8498	211388	nec
flamsteed			2	Lac			110351	8523	212120	nec
flamsteed			4	Lac			110609	8541	212593	nec
flamsteed			5	Lac			111022	8572	213310	nec
flamsteed			6	Lac			111104	8579	213420	nec
flamsteed			8	Lac		A	111546	8603	214167	nec
flamsteed			9	Lac			111674	8613	214454	nec
flamsteed			10	Lac			111841	8622	214680	nec
flamsteed			11	Lac			111944	8632	214868	nec
flamsteed			12	Lac			112031	8640	214993	nec
flamsteed			13	Lac			112242	8656	215373	nec
flamsteed			14	Lac			112778	8690	216200	nec
flamsteed			15	Lac			112917	8699	216397	nec
flamsteed			16	Lac			113281	8725	216916	nec
flamsteed			3	Leo			46457	3755	81873	nec
flamsteed			6	Leo			46774	3779	82381	nec
flamsteed			7	Leo			47096	3818	83023	nec
flamsteed			8	Leo			47189	3826	83189	nec
flamsteed			10	Leo			47205	3827	83240	nec
flamsteed			13	Leo			47550	3853	83821	nec
flamsteed			15	Leo			47701	3861	84107	nec
flamsteed			18	Leo			47959	3877	84561	nec
flamsteed			19	Leo			48029	3880	84722	nec
flamsteed			20	Leo			48218	3889	85040	nec
flamsteed			23	Leo			48324	3896	85268	nec
flamsteed			31	Leo			49637	3980	87837	nec
flamsteed			34	Leo			49929	3998	88355	nec
flamsteed			37	Leo			50333	4035	89056	nec
flamsteed			39	Leo			50384	4039	89125	nec
flamsteed			42	Leo			50755	4070	89774	nec
flamsteed			43	Leo			50851	4077	89962	nec
flamsteed			44	Leo			51008	4088	90254	nec
flamsteed			45	Leo			51213	4101	90569	nec
flamsteed			46	Leo			51585	4127	91232	nec
flamsteed			48	Leo			51775	4146	91612	nec
flamsteed			49	Leo		A	51802	4148	91636	nec
flamsteed			51	Leo			52686	4208	93257	nec
flamsteed			52	Leo			52689	4209	93291	nec
flamsteed			53	Leo			52911	4227	93702	nec
flamsteed			54	Leo			53417	4259	94601	nec
flamsteed			54	Leo		A	53417	4259	94601	nec
flamsteed			54	Leo		B	53417	4260	94602	nec
flamsteed			55	Leo			53423	4265	94672	nec
