key	old	new	resolves
gaia:6224258255948628224	HIP 73171	391 G. Hya	yes
gaia:6228895347453403776	54 Hya D	m Hya D	yes
gaia:6228895347454821888	54 Hya	m Hya A	yes
gaia:6228895347454822016	54 Hya B	m Hya B	yes
gaia:6235654762691937280	2 Sco B	A Sco B	yes
gaia:6235654766990811008	2 Sco	A Sco	yes
gaia:6236363539673265152	1 Sco	b Sco	yes
gaia:6244725905417556992	HIP 80019	V933 Sco B	yes
gaia:6245698187231874816	14 Sco	Jabbah C	yes
gaia:6245698565188996992	14 Sco D	Jabbah D	yes
gaia:6247207266944651648	Acrab C	β² Sco	no
gaia:6256039162806785664	Iot-1 Lib B	ι¹ Lib B	no
gaia:6256039162808093184	Iot-1 Lib C	ι¹ Lib C	no
gaia:6269116341791953024	HIP 69623	372 G. Hya	yes
gaia:6269720523431409536	51 Hya	k Hya	yes
gaia:6269918710402591104	HIP 69977	373 G. Hya	yes
gaia:6270790966720295552	HIP 69458	371 G. Hya	yes
gaia:6270906415441315840	HIP 69965 B	374 G. Hya B	no
gaia:6270906415441316224	HIP 69965	374 G. Hya	yes
gaia:6271287464939963520	HIP 70538	378 G. Hya	yes
gaia:6274331119283769088	HIP 69398	369 G. Hya	yes
gaia:6275738356728153088	HIP 68705	208 G. Vir	yes
gaia:6287607722188676736	NSV 19998	363 G. Hya	yes
gaia:6291511538223169664	HIP 68643	207 G. Vir	yes
gaia:6296192331021181184	HIP 69792	231 G. Vir	yes
gaia:6296266307537917696	HIP 69658	226 G. Vir	yes
gaia:6298167775458242048	HIP 69562 B	MV Vir B	no
gaia:6298167942962279680	HIP 69562 C	MV Vir C	no
gaia:6301019530664606464	HIP 68763	210 G. Vir	yes
gaia:6311246122674577536	Mu Lib B	μ Lib B	yes
gaia:6326160585587179392	HIP 72745 B	NSV 20202 B	no
gaia:6387058411482257280	HIP 116748 B	DS Tuc B	no
gaia:6412596012146801152	Eps Ind B	ε Ind B	yes
gaia:641662895638787584	Ras Elased Australis	ε Leo	yes
gaia:643101503523246848	22 Leo	g Leo	yes
gaia:646255246469567232	HIP 46843 B	DX Leo B	no
gaia:6463748969563201408	The Ind B	θ Ind B	yes
gaia:64956123313498368	HIP 17572 B	NSV 01280 B	no
gaia:64956127609659008	HIP 17572 C	NSV 01280 C	no
gaia:650159265042048	HIP 14315	313 G. Cet	yes
gaia:6502030631547502720	HIP 115272 C	HIP 115269	no
gaia:6515008236009148800	HIP 113190	τ² Gru CD	yes
gaia:6519024545827374080	HIP 112117 B	NSV 14277 B	no
gaia:653032704866193024	HIP 39495 C	NSV 03886 C	no
gaia:6535342427959656064	Iot Phe B	ι Phe B	yes
gaia:6535342432254576000	Iot Phe A	ι Phe	yes
gaia:6535343256888299008	Iot Phe C	ι Phe C	yes
gaia:6541802406664428672	The Gru A	θ Gru	yes
gaia:6541802578463122688	The Gru C	θ Gru C	yes
gaia:6545396538377295232	Sig-2 Gru C	σ¹ Gru	no
gaia:6545771025165622144	Sig-2 Gru A	σ² Gru	no
gaia:6545825828948305664	HIP 111718 B	CX Gru B	no
gaia:6549670305714644608	υ Gru	υ Gru A	yes
gaia:6554844396981780864	HIP 113598 B	TZ PsA B	no
gaia:656028805330545792	25 Cnc	d² Cnc	yes
gaia:6579220952022416256	HIP 106411 B	NSV 25657 B	no
gaia:6582060028485919360	The-2 Mic C	θ² Mic C	no
gaia:6601750151432831104	Bet PsA C	β PsA C	yes
gaia:6604147121141267712	TW PsA	Fomalhaut B	yes
gaia:661268253115601792	HIP 42497 Ca	NSV 04174	no
gaia:661322060465742336	39 Cnc B	40 Cnc	yes
gaia:661324431287688448	39 Cnc A	39 Cnc	yes
gaia:6617682865193265536	η PsA	η PsA A	yes
gaia:6624126484368797568	HIP 111515	162 G. Aqr	yes
gaia:662418204838563072	20 Cnc	d¹ Cnc	yes
gaia:6626833000959462144	HIP 110018	126 G. Aqr	yes
gaia:662732115405773824	HIP 41824 Bb	CU Cnc Bb	no
gaia:6627350527338945664	HIP 110746	144 G. Aqr	yes
gaia:6628926642897199744	Ups Aqr B	υ Aqr B	yes
gaia:6630272406475726592	HIP 90304 B	V346 Pav B	no
gaia:6643602580510827392	Eta Tel B	η Tel B	yes
gaia:6651812324595592192	HIP 92754 B	V362 Tel B	no
gaia:6664096377740807680	HIP 96095	196 G. Sgr	yes
gaia:6664987703715310592	HIP 95823	189 G. Sgr	yes
gaia:6665061817668962816	HIP 95396	178 G. Sgr	yes
gaia:6673578840895390592	HIP 98512	259 G. Sgr	yes
gaia:6674270364990033024	HIP 99570	280 G. Sgr	yes
gaia:6680638392740343296	HIP 100764	295 G. Sgr	yes
gaia:6685992052295105536	NSV 24956	258 G. Sgr	yes
gaia:6687567033982621056	HIP 98579	263 G. Sgr	yes
gaia:6695961186785418112	HIP 100332	290 G. Sgr	yes
gaia:6697151751720158080	HIP 98461	260 G. Sgr	yes
gaia:6697578465310948992	HIP 99461 B	NSV 25026 B	no
gaia:6698960688866464768	NSV 12655	262 G. Sgr	yes
gaia:6711012019207924096	HIP 93539 C	HIP 93538	no
gaia:671137503843195392	74 Gem	f Gem	yes
gaia:6713500527553146496	HIP 95211	167 G. Sgr	yes
gaia:671619021218304640	81 Gem	g Gem	yes
gaia:6728304352148933632	HIP 90124	60 G. Sgr	yes
gaia:6730514301774439296	HIP 91901	90 G. Sgr	yes
gaia:6731200598883145600	HIP 93425 B	NSV 24651 B	no
gaia:6731200706257840384	HIP 93425 C	NSV 24651 C	no
gaia:6734315657096464512	HIP 90290	62 G. Sgr	yes
gaia:6735126993600519168	NSV 24494	77 G. Sgr	yes
gaia:6739798715385787264	HIP 97067	224 G. Sgr	yes
gaia:6741907196436095488	HIP 94863 B	NSV 24733 B	no
gaia:6743586945262140288	HIP 94986	162 G. Sgr	yes
gaia:6747264639856067840	HIP 98012	244 G. Sgr	yes
gaia:6748040070433427456	HIP 97260	228 G. Sgr	yes
gaia:6749837084749406592	HIP 98351	254 G. Sgr	yes
gaia:6750856228950043264	62 Sgr	c Sgr	yes
gaia:6753461418673184256	HIP 97515	233 G. Sgr	yes
gaia:6754054639555151744	59 Sgr	b¹ Sgr	yes
gaia:6754254613232981632	60 Sgr	A Sgr	yes
gaia:6757495939165742208	HIP 93667	134 G. Sgr	yes
gaia:6758468487246533248	HIP 95619	186 G. Sgr	yes
gaia:6758695781216207488	HIP 95456	180 G. Sgr	yes
gaia:6759274601069644160	HIP 94272	150 G. Sgr	yes
gaia:6760023785121349504	HIP 92972	115 G. Sgr	yes
gaia:6760173524862705664	HIP 93134	121 G. Sgr	yes
gaia:6761496684035652608	HIP 92643	108 G. Sgr	yes
gaia:6762295547933876864	HIP 93925	140 G. Sgr	yes
gaia:6765638956627340672	NSV 24772	179 G. Sgr	yes
gaia:6766104084405895040	HIP 95865	193 G. Sgr	yes
gaia:6767903057227289088	52 Sgr	h² Sgr	yes
gaia:6767920580693895808	51 Sgr	h¹ Sgr	yes
gaia:6768668179881479424	HIP 96760	218 G. Sgr	yes
gaia:6770036281588698496	HIP 94434	152 G. Sgr	yes
gaia:6770407435482749056	HIP 93993	143 G. Sgr	yes
gaia:6772588591672712576	HIP 95077	165 G. Sgr	yes
gaia:6772910920376987008	HIP 95965	197 G. Sgr	yes
gaia:6792436799477051904	HIP 102141 C	AU Mic C	no
gaia:6794090469261131776	HIP 102418 D	NSV 25309 D	no
gaia:6794090469261131904	HIP 102418 C	NSV 25309 C	no
gaia:6797430785586187776	HIP 99878	282 G. Sgr	yes
gaia:6797948174526443392	HIP 100738	296 G. Sgr	yes
gaia:680022210631907456	φ² Cnc	φ² Cnc A	no
gaia:6803883097774049280	24 Cap	A Cap	yes
gaia:6803919687302528	HIP 14104	309 G. Cet	yes
gaia:6818613151970727296	HIP 109375	113 G. Aqr	yes
gaia:6819531725216652288	HIP 109509	119 G. Aqr	yes
gaia:6821306474422572544	HIP 110707 B	KV Aqr B	no
gaia:6826344849017893888	HIP 108784	100 G. Aqr	yes
gaia:682665402225188864	13 Cnc	ψ¹ Cnc	yes
gaia:6828451375858909568	36 Cap	b Cap	yes
gaia:6832246301587207168	Chi Cap B	χ Cap B	yes
gaia:6832246305882364544	Chi Cap D	χ Cap D	yes
gaia:6852175538254042752	HIP 98575	264 G. Sgr	yes
gaia:6852192168367164544	HIP 98785	269 G. Sgr	yes
gaia:6857155947968217600	HIP 102723 B	BM Cap B	no
gaia:6860821651019024896	Omi Cap A	ο¹ Cap	yes
gaia:6860821651019025664	Omi Cap B	ο Cap	yes
gaia:6860902877440742400	Pi Cap B	π Cap B	yes
gaia:6860945174275852416	Rho Cap B	ρ Cap B	yes
gaia:6860945174279114880	ρ Cap	ρ Cap A	yes
gaia:6863379630459560832	13 Cap	τ¹ Cap	yes
gaia:6863536001631204608	HIP 97944 C	V4200 Sgr C	no
gaia:6868679345227206784	56 Sgr	f Sgr	yes
gaia:6870038822635780864	HIP 96496	209 G. Sgr	yes
gaia:6875990891389558400	HIP 100325	β² Cap	yes
gaia:6878130330567510144	61 Sgr	g Sgr	yes
gaia:6879662263797806976	Xi-2 Cap C	ξ² Cap C	no
gaia:6879764552737781888	Xi-2 Cap A	ξ² Cap	no
gaia:6882838031330569856	HD 358623 D	NSV 25397 D	no
gaia:6885342955043185664	HIP 104239 B	NSV 25468 B	no
gaia:6888166981940007936	HIP 102891	11 G. Aqr	yes
gaia:6889877723248418816	HIP 103077	15 G. Aqr	yes
gaia:6890881680443009536	HIP 105079	57 G. Aqr	yes
gaia:6892535685234274048	HD 203069 B	RY Aqr B	no
gaia:6896718266120450560	HIP 104557	49 G. Aqr	yes
gaia:6902829553611002624	Mu Aqr B	μ Aqr B	yes
gaia:6902842648968719104	Mu Aqr A	μ Aqr	no
gaia:6908757299968653440	HIP 103699 B	NSV 25421 B	no
gaia:6910090973213997056	HIP 103154	18 G. Aqr	yes
gaia:6913577284069471616	3 Aqr	k Aqr	yes
gaia:6914506680631143808	HIP 101911	1 G. Aqr	yes
gaia:695602805793902848	HIP 45617 D	IP Cnc D	no
gaia:696553745911845376	15 Leo	f Leo	yes
gaia:705156050012755712	ι Cnc	ι¹ Cnc	yes
gaia:712117500506382208	Sig-3 Cnc B	σ³ Cnc B	no
gaia:760360501615629696	HIP 54996	MN UMa Da	yes
gaia:761918578311083264	HIP 54745 E	MN UMa E	no
gaia:774274752546451840	65 UMa AB	65 UMa A	no
gaia:804745827531820288	HIP 50786 B	NSV 18385 B	no
gaia:813111835405980928	HIP 47054	DI Lyn B	yes
gaia:813112664335479424	HIP 47046	DI Lyn C	yes
gaia:83369713262776960	Pi Ari B	π Ari B	yes
gaia:83369717557815296	π Ari	π Ari A	yes
gaia:84625630419434496	HIP 13027 B	NSV 15579 B	no
gaia:84945111561997056	Mu Ari B	μ Ari B	yes
gaia:853819947756949120	36 UMa A	36 UMa	yes
gaia:868802550325278336	76 Gem	c Gem	yes
gaia:870205595882108800	57 Gem	A Gem	yes
gaia:873217295669693952	65 Gem	b Gem	yes
gaia:875749574028354176	HIP 38144 B	V514 Gem B	no
gaia:8810116091022208	HIP 13679	305 G. Cet	yes
gaia:883596170039715072	HIP 34860 B	NSV 03453 B	no
gaia:892215482207937152	Rho Gem E	ρ Gem E	yes
gaia:902175030329924608	HIP 39896 B	FP Cnc B	no
gaia:905379041572782336	HIP 39693 B		no
gaia:916482150508905856	HIP 41181	NSV 17871 B	yes
gaia:930501645316566272	HIP 40927 Cb	HIP 40925 Cb	no
gaia:943424789593414144	HIP 31340 D	NSV 16913 D	no
gaia:943424789595614464	HIP 31340 B	NSV 16913 B	no
gaia:943424789596456832	HIP 31340 C	NSV 16913 C	no
gaia:950395654664758272	HIP 33373 B	NSV 03281 B	no
gaia:953838195501646848	16 Lyn	ψ¹⁰ Aur	yes
gaia:988827610435458816	HIP 35787	19 Lyn D	yes
gaia:994164055761558656	HIP 32609 B	NSV 03202 B	no
hip:10053	14 Ari A	14 Ari	yes
hip:103569	ε Equ	ε Equ A	yes
hip:103571	HIP 103571	ε Equ C	yes
hip:103813	2 Equ	λ Equ	yes
hip:108090	NSV 25783	13 G. Peg	yes
hip:10819	62 And	c And	yes
hip:110778	53 Aqr	f Aqr	yes
hip:113191	HIP 113191	τ² Gru A	yes
hip:113445	NSV 14379	41 G. Peg	yes
hip:113996	83 Aqr	h Aqr A	yes
hip:114273	5 Psc	A Psc	yes
hip:116016	HIP 116016	NSV 26094 C	yes
hip:116191	HIP 116191	NSV 26100 BC	yes
hip:117218	107 Aqr	i² Aqr A	yes
hip:12148	NSV 00872	272 G. Cet	yes
hip:14913	HIP 14913	71 G. Eri	yes
hip:17797	NSV 01359	f Eri B	yes
hip:2237	HIP 2237	43 G. Cet	yes
hip:24020	HIP 24020	V1156 Tau BC	yes
hip:2487	Bet-1 Tuc C	β² Tuc	no
hip:2505	λ Cas	λ Cas A	yes
hip:25813	32 Ori	A Ori	yes
hip:26220	The-1 Ori A	θ¹ Ori Aa	no
hip:26396	NSV 02426	NSV 02426 A	yes
hip:26402	NSV 02450	NSV 02450 AB	yes
hip:27996	HIP 27988 B	HIP 27996	no
hip:2941	HIP 2941	59 G. Cet	yes
hip:33202	38 Gem	e Gem	yes
hip:34922	L 2 Pup	L² Pup	yes
hip:36366	Rho Gem A	ρ Gem	yes
hip:37096	HIP 37096	f Pup C	yes
hip:37322	HIP 37322	d² Pup	yes
hip:4427	Cih	γ Cas	yes
hip:45170	π¹ Cnc	81 Cnc	no
hip:51933	HIP 51933	236 G. Hya	yes
hip:52113	HIP 52113	243 G. Hya	yes
hip:53240	HIP 53240	20 G. Leo	yes
hip:5842	Kap Tuc CD	κ Tuc CD	yes
hip:5896	Kap Tuc A	κ Tuc	yes
hip:59307	HIP 59307	315 G. Hya	yes
hip:59750	HIP 59750	41 G. Vir	yes
hip:62322	β Mus	β Mus A	yes
hip:64375	NSV 19645	342 G. Hya	yes
hip:66984	HIP 66984	258 G. Cen	yes
hip:67457	2 Cen	g Cen	yes
hip:67819	HIP 67819	y Cen A	yes
hip:73182	HIP 73182	KX Lib B	yes
hip:7463	τ Scl	τ Scl A	yes
hip:75312	η CrB	η¹ CrB	yes
hip:761	κ¹ Scl	κ¹ Scl A	no
hip:76276	δ Ser	δ Ser B	yes
hip:76952	γ CrB	γ CrB A	yes
hip:79399	12 Sco	c¹ Sco	yes
hip:83608	μ Dra	Alrakis	yes
hip:88601	70 Oph	p Oph	yes
hip:93825	γ CrA	γ¹ CrA	yes
hip:94377	V338 Sge	V338 Sge A	yes
hip:95149	NSV 24750	166 G. Sgr	yes
hip:97063	HIP 97063	226 G. Sgr	yes
hip:97222	NSV 12386	17 Cyg F	yes
hip:98416	HIP 98416	100 G. Aql	yes
synth:synth-00046+4206-Aa2	HIP 365 Aa2	NSV 15012 Aa2	no
synth:synth-00046+4206-Ab	HIP 365 Ab	NSV 15012 Ab	no
synth:synth-00063+5826-B	HIP 518 B	V640 Cas B	no
synth:synth-00063+5826-Bb	HIP 518 Bb	V640 Cas Bb	no
synth:synth-00108+5846-Cb	HIP 876 Cb	NSV 15041 Cb	no
synth:synth-00118+2825-B	HIP 956 B	NSV 00078 B	no
synth:synth-00138+7233-B	HIP 1041 B	V400 Cep B	no
synth:synth-00138+7233-E	HIP 1041 E	V400 Cep E	no
synth:synth-00138+7233-G	HIP 1041 G	V400 Cep G	no
synth:synth-00153+4412-B	HIP 1233 B	V348 And B	no
synth:synth-00153+4412-Bb	HIP 1233 Bb	V348 And Bb	no
synth:synth-00171+3841-B	The And B	θ And B	yes
synth:synth-00201+0618-Ab	HIP 1602 Ab	NSV 15073 Ab	no
synth:synth-00201+0618-D	HIP 1602 D	NSV 15073 D	no
synth:synth-00243+5201-Ab	HIP 1921 Ab	V746 Cas Ab	no
synth:synth-00243+5201-B	HIP 1921 B	V746 Cas B	no
synth:synth-00272+4959-Bb	HIP 2149 Bb	HIP 2151 Bb	no
synth:synth-00284-2020-B	HIP 2237 B	43 G. Cet B	no
synth:synth-00293-0555-C	HIP 2350 C	HIP 2292 C	no
synth:synth-00315-6257-B	Bet-1 Tuc B	β¹ Tuc B	no
synth:synth-00315-6257-D	Bet-2 Tuc D	β¹ Tuc D	no
synth:synth-00315-6257-Fb	Bet-1 Tuc Fb	β¹ Tuc Fb	no
synth:synth-00315-6257-H	Bet-1 Tuc H	β¹ Tuc H	no
synth:synth-00315-6257-I	Bet-1 Tuc I	β¹ Tuc I	no
synth:synth-00318+5431-B	Lam Cas B	λ Cas B	yes
synth:synth-00321+6715-Ab	HIP 2552 Ab	V547 Cas Ab	no
synth:synth-00335+4006-Aa2	HIP 2643 Aa2	NSV 15119 Aa2	no
synth:synth-00335+4006-Ab	HIP 2643 Ab	NSV 15119 Ab	no
synth:synth-00335+4006-B	HIP 2643 B	NSV 15119 B	no
synth:synth-00360+2959-Ab	HIP 2844 Ab	NSV 15130 Ab	no
synth:synth-00369+3343-Ab	Pi And Ab	π And Ab	yes
synth:synth-00369+3343-Ac	Pi And Ac	π And Ac	yes
synth:synth-00373-2446-B	HIP 2941 B	59 G. Cet B	no
synth:synth-00393+3052-Ab	Del And Ab	δ And Ab	yes
synth:synth-00416+2438-B	HIP 3269 B	NSV 00258 B	no
synth:synth-00427-3828-B	Lam-1 Scl B	λ¹ Scl B	no
synth:synth-00434-5728-Ab	Eta Phe Ab	η Phe Ab	yes
synth:synth-00446-1856-Ab	HIP 3493 Ab	NSV 00282 Ab	no
synth:synth-00447+4817-Ab	Omi Cas Ab	ο Cas Ab	yes
synth:synth-00448+6019-B	HIP 3513 B	V756 Cas B	no
synth:synth-00462-2231-B	HIP 3607 B	77 G. Cet B	no
synth:synth-00470-1152-B	HIP 3678 B	NSV 15170 B	no
synth:synth-00470-1152-C	HIP 3678 C	NSV 15170 C	no
synth:synth-00494-2313-B	HIP 3850 B	NSV 15177 B	no
synth:synth-00507+6415-B	HIP 3951 B	NSV 00317 B	no
synth:synth-00567+6043-B	Cih B	γ Cas B	no
synth:synth-00569-5153-B	HIP 4448 B	BW Phe B	no
synth:synth-00570+5614-E	HIP 4451 E	V758 Cas E	no
synth:synth-01015+6922-B	HIP 4789 B	NSV 15222 B	no
synth:synth-01057+2128-Ab	Psi-1 Psc Ab	ψ¹ Psc Ab	no
synth:synth-01078-4129-B	Ups Phe B	υ Phe B	yes
synth:synth-01083+5455-Ab	Mu Cas Ab	μ Cas Ab	yes
synth:synth-01095+4715-B	Phi And B	φ And B	yes
synth:synth-01096-4616-Ab	HIP 5438 Ab	AI Phe Ab	no
synth:synth-01096-4616-B	HIP 5438 B	AI Phe B	no
synth:synth-01104-6727-B	HIP 5496 B	NSV 00427 B	no
synth:synth-01127+5311-Cb	HD 232393 Cb		no
synth:synth-01129+5136-B	HIP 5674 B	V1012 Cas B	no
synth:synth-01131+4139-Ab	HIP 5684 Ab	QU And Ab	no
synth:synth-01137+2435-Ab	Phi Psc Ab	φ Psc Ab	yes
synth:synth-01178+4901-B	HIP 6060 B	NSV 15270 B	no
synth:synth-01189+6610-D	HIP 6156 D	NSV 15274 D	no
synth:synth-01200-1549-B	HIP 6234 B	NSV 00472 B	no
synth:synth-01213+1132-B	HIP 6334 B	NSV 15290 B	no
synth:synth-01243+5858-Ab	HIP 6562 Ab		no
synth:synth-01243+5858-Cb	HIP 6562 Cb		no
synth:synth-01243-0655-B	HIP 6564 B	137 G. Cet B	no
synth:synth-01250-2430-Bb	HIP 6623 Bb	HIP 6610 Bb	no
synth:synth-01256+3133-Cb	HIP 6675 Cb	HIP 6668 Cb	no
synth:synth-01257+0258-B	HIP 6679 B	NSV 15302 B	no
synth:synth-01257+0258-C	HIP 6679 C	NSV 15302 C	no
synth:synth-01259+6808-B	Psi Cas B	ψ Cas B	yes
synth:synth-01277+4524-Ab	Ome And Ab	ω And Ab	yes
synth:synth-01277+4524-B	Ome And B	ω And B	yes
synth:synth-01277+4524-C	Ome And C	ω And C	yes
synth:synth-01277+4524-D	Ome And D	ω And D	yes
synth:synth-01278-1054-C	HIP 6822 C	149 G. Cet C	no
synth:synth-01281-1716-Bb	HIP 6847 Bb	HIP 6849 Bb	no
synth:synth-01281-5238-C	HIP 6856 C	CC Phe C	no
synth:synth-01284+0758-Ba2	HIP 6873 Ba2	118 G. Psc Ba2	no
synth:synth-01284+0758-Bb	HIP 6873 Bb	118 G. Psc Bb	no
synth:synth-01332+6041-D	HIP 7232 D	NSV 00542 D	no
synth:synth-01350-2955-B	HIP 7372 B	BB Scl B	no
synth:synth-01361-2954-B	Tau Scl B	τ Scl B	yes
synth:synth-01376-0924-B	HIP 7580 B	170 G. Cet B	no
synth:synth-01398-5612-B	p Eridani B	p Eri B	no
synth:synth-01406+0846-B	HIP 7819 B	124 G. Psc B	no
synth:synth-01414-7909-Ab	Tau-1 Hyi Ab	τ¹ Hyi Ab	no
synth:synth-01414-7909-B	Tau-1 Hyi B	τ¹ Hyi B	no
synth:synth-01432-2137-C	HIP 8038 C	HIP 8039 C	no
synth:synth-01432-5801-Ab	HIP 8035 Ab	CF Hyi Ab	no
synth:synth-01437+5041-B	Phi Per B	φ Per B	yes
synth:synth-01494-1042-Ab	HIP 8486 Ab	EZ Cet Ab	no
synth:synth-01559+0151-B	HIP 8998 B	NSV 00667 B	no
synth:synth-01590-2255-Ab	HIP 9258 Ab	AA Cet Ab	no
synth:synth-01590-2255-Bb	HIP 9258 Bb	AA Cet Bb	no
synth:synth-01590-2255-C	HIP 9258 C	AA Cet C	no
synth:synth-02020+7054-B	48 Cas B	A Cas B	yes
synth:synth-02022+3643-B	HIP 9500 B	V371 And B	no
synth:synth-02022+7530-B	HIP 9494 B	V779 Cas B	no
synth:synth-02039-4525-Ab	HIP 9642 Ab	NSV 00716 Ab	no
synth:synth-02050+6423-B	HIP 9720 B	NSV 15433 B	no
synth:synth-02050+6423-C	HIP 9720 C	NSV 15433 C	no
synth:synth-02051-1737-B	HIP 9724 B	NSV 15436 B	no
synth:synth-02095+3459-B	Bet Tri B	β Tri B	yes
synth:synth-02124+3018-Ab	6 Tri Ab	ι Tri Ab	yes
synth:synth-02124+3018-B	6 Tri B	ι Tri B	yes
synth:synth-02128+7941-Bb	HIP 10285 Bb	NSV 15448 Bb	no
synth:synth-02130+0851-B	Xi-1 Cet B	ξ¹ Cet B	no
synth:synth-02132+4030-Ab	HIP 10339 Ab	V451 And Ab	no
synth:synth-02132+4030-Bb	HIP 10321 Bb	V451 And Bb	no
synth:synth-02132+4414-Ab	60 And Ab	b And Ab	yes
synth:synth-02132+4414-B	60 And B	b And B	yes
synth:synth-02136+5104-Ab	HIP 10366 Ab	NSV 00747 Ab	no
synth:synth-02165-5131-Cb	Phi Eri Cb	φ Eri Cb	yes
synth:synth-02171+3413-Ab	Deltoton Ab	δ Tri Ab	no
synth:synth-02172+5838-Ba2	HIP 10653 Ba2	HIP 10660 Ba2	no
synth:synth-02225-2349-B	Kap For B	κ For B	yes
synth:synth-02228+4124-Ab	HIP 11090 Ab	NSV 15494 Ab	no
synth:synth-02247-2002-C	HIP 11241 C	NSV 15502 C	no
synth:synth-02257+6133-B	HIP 11318 B	V559 Cas B	no
synth:synth-02260-1520-Ab	HIP 11348 Ab	AB Cet Ab	no
synth:synth-02291+6724-Ab	Iot Cas Ab	ι Cas Ab	yes
synth:synth-02291+6724-Cb	Iot Cas Cb	ι Cas Cb	yes
synth:synth-02302-2511-B	HIP 11644 B	TY For B	no
synth:synth-02321-1515-Ab	Sig Cet Ab	σ Cet Ab	yes
synth:synth-02323+6133-B	HIP 11807 B	NSV 00847 B	no
synth:synth-02327+6127-J	HIP 11832 J	NSV 15537 J	no
synth:synth-02333+5619-C	HIP 11888 C	V556 Per C	no
synth:synth-02369+5953-Ab	HIP 12178 Ab	V791 Cas Ab	no
synth:synth-02369+5953-C	HIP 12178 C	V791 Cas C	no
synth:synth-02374-5233-Ab	Eta Hor Ab	η Hor Ab	yes
synth:synth-02387-5257-Bb	HIP 12326 Bb	NSV 15557 Bb	no
synth:synth-02396-1152-B	Eps Cet B	ε Cet B	yes
synth:synth-02397-5934-C	HIP 12405 C	HIP 12401 C	no
synth:synth-02398-4254-Bb	HIP 12413 Bb	s Eri Bb	no
synth:synth-02404+4216-B	HIP 12456 B	NSV 00886 B	no
synth:synth-02407+6117-Ab	HIP 12495 Ab	V482 Cas Ab	no
synth:synth-02424+2001-Ab	Mu Ari Ab	μ Ari Ab	yes
synth:synth-02425+1045-B	HIP 12647 B	NSV 00899 B	no
synth:synth-02434-3756-B	HIP 12716 B	UX For B	no
synth:synth-02434-6643-B	HIP 12717 B	NSV 00911 B	no
synth:synth-02442-2530-Bb	HIP 12779 Bb	HIP 12780 Bb	no
synth:synth-02449+1007-Ab	Mu Cet Ab	μ Cet Ab	yes
synth:synth-02454+5634-C	HIP 12865 C	HIP 12866 C	no
synth:synth-02456-7114-B	HIP 12884 B	CN Hyi B	no
synth:synth-02469-6009-B	HIP 12973 B	NSV 15582 B	no
synth:synth-02469-6009-Bb	HIP 12973 Bb	NSV 15582 Bb	no
synth:synth-02472-2229-Bb	HIP 13008 Bb	27 G. Eri Bb	no
synth:synth-02482+2704-Ab	HIP 13081 Ab	BC Ari Ab	no
synth:synth-02491-3224-B	Bet For B	β For B	yes
synth:synth-02491-3224-C	Bet For C	β For C	yes
synth:synth-02493+1728-Ab	Pi Ari Ab	π Ari Ab	yes
synth:synth-02512+6023-B	HIP 13308 B	NSV 00955 B	no
synth:synth-02512+6023-C	HIP 13308 C	NSV 00955 C	no
synth:synth-02529+5300-B	HIP 13424 B	NSV 00971 B	no
synth:synth-02543+5246-Ab	Tau Per Ab	τ Per Ab	yes
synth:synth-02543+5246-C	Tau Per C	τ Per C	yes
synth:synth-02572+0153-B	HIP 13773 B	NSV 00991 B	no
synth:synth-02572-2458-Cb	HIP 13769 Cb	HIP 13772 Cb	no
synth:synth-02572-2458-D	HIP 13769 D	HIP 13772 D	no
synth:synth-02592+2120-B	Eps Ari B	ε Ari B	yes
synth:synth-02594+6034-C	HIP 13924 C	NSV 00997 C	no
synth:synth-02594+6034-E	HIP 13924 E	NSV 00997 E	no
synth:synth-02594+6034-F	HIP 13924 F	NSV 00997 F	no
synth:synth-02594+6034-H	HIP 13924 H	NSV 00997 H	no
synth:synth-02594+6034-I	HIP 13924 I	NSV 00997 I	no
synth:synth-02594+6034-K	HIP 13924 K	NSV 00997 K	no
synth:synth-02594+6034-L	HIP 13924 L	NSV 00997 L	no
synth:synth-03025-1516-B	HIP 14157 B	IR Eri B	no
synth:synth-03046-5119-Bb	HIP 14313 Bb	HIP 14307 Bb	no
synth:synth-03048+5330-Ab	Gam Per Ab	γ Per Ab	yes
synth:synth-03073-1346-B	HIP 14501 B	NSV 15636 B	no
synth:synth-03095+4544-B	HIP 14669 B	NSV 15638 B	no
synth:synth-03117+8128-Ab	HIP 14844 Ab	NSV 01042 Ab	no
synth:synth-03117+8128-C	HIP 14844 C	NSV 01042 C	no
synth:synth-03124-4425-B	HIP 14913 B	71 G. Eri B	no
synth:synth-03147-3533-B	HIP 15092 B	TZ For B	no
synth:synth-03152-6427-C	HIP 15144 C	HIP 15140 C	no
synth:synth-03158+5057-Ab	HIP 15193 Ab	V572 Per Ab	no
synth:synth-03158+5057-B	HIP 15193 B	V572 Per B	no
synth:synth-03160-0555-B	HIP 15203 B	74 G. Eri B	no
synth:synth-03193+4559-Bb	HIP 15455 Bb	NSV 15666 Bb	no
synth:synth-03195-2145-Db	Tau-4 Eri Db	τ⁴ Eri Db	no
synth:synth-03200+6539-Ab	HIP 15520 Ab	BK Cam Ab	no
synth:synth-03203+7744-B	HIP 15547 B	NSV 01094 B	no
synth:synth-03228+2045-B	Tau-2 Ari B	τ² Ari B	no
